Date,Open,High,Low,Close,Adj Close,Volume
1980-12-12,0.09838945418596268,0.09881721068161238,0.09838945418596268,0.09838945418596268,469033600,0.09838945418596268
1980-12-15,0.09368418539130856,0.09368418539130856,0.09325642883777618,0.09325642883777618,175884800,0.09325642883777618
1980-12-16,0.08683933116716365,0.08683933116716365,0.08641158044338226,0.08641158044338226,105728000,0.08641158044338226
1980-12-17,0.0885503888130188,0.0889781454575931,0.0885503888130188,0.0885503888130188,86441600,0.0885503888130188
1980-12-18,0.09111766517162323,0.09154541602289686,0.09111766517162323,0.09111766517162323,73449600,0.09111766517162323
1980-12-19,0.0966784730553627,0.09710622969892004,0.0966784730553627,0.0966784730553627,48630400,0.0966784730553627
1980-12-22,0.1013837605714798,0.10181228250150297,0.1013837605714798,0.1013837605714798,37363200,0.1013837605714798
1980-12-23,0.10566208511590958,0.10608984181744152,0.10566208511590958,0.10566208511590958,46950400,0.10566208511590958
1980-12-24,0.11122281104326248,0.1116505674489508,0.11122281104326248,0.11122281104326248,48003200,0.11122281104326248
1980-12-26,0.12148970365524292,0.12191746020906924,0.12148970365524292,0.12148970365524292,55574400,0.12148970365524292
1980-12-29,0.12320073693990707,0.12362849355793937,0.12320073693990707,0.12320073693990707,93161600,0.12320073693990707
1980-12-30,0.12063418310943672,0.12063418310943672,0.12020643800497055,0.12020643800497055,68880000,0.12020643800497055
1980-12-31,0.11721215026046519,0.11721215026046519,0.11678439378738403,0.11678439378738403,35750400,0.11678439378738403
1981-01-02,0.118067666888237,0.11892317994384653,0.118067666888237,0.118067666888237,21660800,0.118067666888237
1981-01-05,0.115928925506074,0.115928925506074,0.11550118029117584,0.11550118029117584,35728000,0.11550118029117584
1981-01-06,0.11079510688769996,0.11079510688769996,0.11036735028028488,0.11036735028028488,45158400,0.11036735028028488
1981-01-07,0.10608984181744152,0.10608984181744152,0.10566208511590958,0.10566208511590958,55686400,0.10566208511590958
1981-01-08,0.10395104427178824,0.10395104427178824,0.10352329909801483,0.10352329909801483,39827200,0.10352329909801483
1981-01-09,0.10908413678407669,0.10951189356757221,0.10908413678407669,0.10908413678407669,21504000,0.10908413678407669
