Date,Open,High,Low,Close,Adj Close,Volume
2012-05-14,41.792360377722574,44.72428659023635,37.76717534286625,37.995765686035156,573576400,37.995765686035156
2012-05-21,36.3061836119078,36.435388178194586,30.75043465313914,31.71449089050293,430966300,31.71449089050293
2012-05-28,31.287122240061418,31.495836560175416,26.665613072438973,27.550159454345703,288826000,27.550159454345703
2012-06-04,27.033349559186735,27.589917974302555,25.36364241817674,26.933961868286133,203386400,26.933961868286133
2012-06-11,27.013469309018046,29.915578637849663,26.675552326535694,29.826129913330078,121558000,29.826129913330078
2012-06-18,29.776439232979,33.24505826093217,29.229809748300347,32.84750747680664,186090800,32.84750747680664
2012-06-25,32.6586732759685,33.235117748430255,30.571539220462007,30.909456253051758,115019800,30.909456253051758
2012-07-02,31.058532520925834,31.704549618228615,30.36282063419214,31.53559112548828,43863300,31.53559112548828
2012-07-09,31.903326248115036,32.67854987470284,30.362823640797515,30.531782150268555,64494000,30.531782150268555
2012-07-16,30.31312874609801,30.31312874609801,26.983653570262952,28.583789825439453,97506700,28.583789825439453
2012-07-23,27.947709431753296,29.309314372273334,22.143490993814915,23.564727783203125,228860400,23.564727783203125
2012-07-30,23.852953460151063,23.892709292502612,19.698563762535432,20.960783004760742,267091200,20.960783004760742
2012-08-06,21.25894573584793,22.31245262307222,20.0961140929023,21.676372528076172,135504600,21.676372528076172
2012-08-13,22.01428557759467,22.312448601539096,18.883586147982626,18.933279037475586,399001700,18.933279037475586
2012-08-20,18.933281738642073,20.006664607522115,18.635120567821918,19.29107666015625,284155300,19.29107666015625
2012-08-27,19.37058734892137,19.410343184599082,17.91953346861133,17.94934844970703,151657400,17.94934844970703
2012-09-03,17.969225020058474,19.301015084791437,17.442471610804784,18.863710403442383,189842400,18.863710403442383
2012-09-10,18.943220297877733,21.944717442373076,18.436344801635478,21.86520767211914,334751400,21.86520767211914
2012-09-17,22.531103761498127,23.226815705469807,21.23906946059362,22.719940185546875,274677900,22.719940185546875
2012-09-24,21.646555945620005,21.845329420372977,19.67868584462733,21.52729034423828,259372000,21.52729034423828
2012-10-01,21.944718695603804,22.45159422079298,20.752070178021917,20.78188705444336,200025600,20.78188705444336
2012-10-08,20.275011497825528,20.622867472886238,19.3308331605608,19.40040397644043,139347000,19.40040397644043
2012-10-15,19.559420822683023,20.354518459514733,18.684811526505847,18.883586883544922,173091300,18.883586883544922
2012-10-22,19.082365929627816,24.10142476070556,18.933283435196415,21.805578231811523,489096200,21.805578231811523
2012-10-29,20.6924370216511,21.55710742695836,20.602988293665437,21.05023193359375,175436500,21.05023193359375
2012-11-05,20.970721771979594,21.348392697569743,19.012790646722063,19.092300415039062,170816300,19.092300415039062
2012-11-12,19.03266769888587,23.78338135327875,18.754384470237945,23.415647506713867,554915200,23.415647506713867
2012-11-19,23.813199029809766,24.528788888968847,22.560920567606445,23.852954864501953,251059900,23.852954864501953
2012-11-26,24.787196127480456,27.828447341918945,24.657991560393384,27.828447341918945,474640500,27.828447341918945
2012-12-03,27.82844685966389,28.70305435544754,26.516534668157163,27.321571350097656,353125000,27.321571350097656
2012-12-10,27.00352967612063,28.57384895136019,26.596041894902044,26.645734786987305,347095000,26.645734786987305
2012-12-17,26.605983249018443,28.047098101586812,25.95996611540762,26.09910774230957,269775700,26.09910774230957
2012-12-24,26.337636486585765,27.0134704808683,24.99590745624985,25.751251220703125,161462000,25.751251220703125
2012-12-31,26.039475287699993,28.752748323785188,25.950026559419165,28.583789825439453,266076900,28.583789825439453
2013-01-07,28.51421785428581,31.76418123225951,28.474462023038488,31.525651931762695,419355200,31.525651931762695
2013-01-14,31.883448052860853,32.01264881469978,29.09066352355753,29.478273391723633,437356300,29.478273391723633
2013-01-21,29.567722364551038,31.73436585288966,29.557783406864985,31.346755981445312,202351800,31.346755981445312
2013-01-28,31.68467051106478,32.310809669051416,28.56390988731943,29.54784393310547,496942700,29.54784393310547
2013-02-04,28.881947920427397,29.11054014377967,27.838382062251362,28.375072479248047,250935200,28.375072479248047
2013-02-11,28.43470846841755,28.573850088322633,26.933959940647032,28.146484375,249749600,28.146484375
2013-02-18,28.05703639413191,28.90182888526324,26.65567551293977,26.963775634765625,177487100,26.963775634765625
2013-02-25,26.993592478099405,27.947711612760013,26.178616862539528,27.60979461669922,247676000,27.60979461669922
2013-03-04,27.58991708726863,28.504280401964223,27.043285752721147,27.7886905670166,225294600,27.7886905670166
2013-03-11,27.838383215933398,28.46452237765511,26.397266594289025,26.48671531677246,162075000,26.48671531677246
2013-03-18,26.208433410094454,26.735184918344967,25.40339486711503,25.57235336303711,138706800,25.57235336303711
2013-03-25,25.592231584485518,26.11898499468234,24.568541638667615,25.42327308654785,147039300,25.42327308654785
2013-04-01,25.472964583358188,27.629669105375303,25.125110544050862,27.22218132019043,252181200,27.22218132019043
2013-04-08,27.023408088522263,27.92783238988658,26.258125404087117,27.232120513916016,156582400,27.232120513916016
2013-04-15,26.99359214126476,27.311631216962223,24.995907064419853,25.57235336303711,143521800,25.57235336303711
2013-04-22,25.65186268809582,27.450774259333652,25.542537942505525,26.68549156188965,120777000,26.68549156188965
2013-04-29,26.99359156645179,28.891888917802486,26.695430413250193,28.136545181274414,292777800,28.136545181274414
2013-05-06,28.156425053162597,28.28562772301633,26.407208156886032,26.51653480529785,184157700,26.51653480529785
2013-05-13,26.437024508364267,27.162551407327797,25.7413125888037,26.089168548583984,149260700,26.089168548583984
2013-05-20,26.019598148527677,26.029537107040493,23.932464252398784,24.161054611206055,210369700,24.161054611206055
2013-05-27,24.389645891636793,24.797133696076088,23.117487687739473,24.200809478759766,210975700,24.200809478759766
2013-06-03,24.121297693570295,24.170990584334252,22.531100545514143,23.147302627563477,194274200,23.147302627563477
2013-06-10,23.912585681496854,24.449278052538375,23.117487978838067,23.485219955444336,176591100,23.485219955444336
2013-06-17,23.76350519269418,25.035663417615492,23.50509796439786,24.37970733642578,190763700,24.37970733642578
2013-06-24,23.803261557917878,24.82694964004429,23.236752297260658,24.727561950683594,226702500,24.727561950683594
2013-07-01,24.817012153774687,24.90646088993948,24.00203646486225,24.22068977355957,69610200,24.22068977355957
2013-07-08,24.32007346196732,25.840699949103016,24.27038056648402,25.751251220703125,127489600,25.751251220703125
2013-07-15,25.771128429307147,26.615920898956443,25.44315039940359,25.721433639526367,147916700,25.721433639526367
2013-07-22,25.830763044016688,34.66629667179758,25.562416837487678,33.8016242980957,639870300,33.8016242980957
2013-07-29,33.86125022967394,38.254170526838294,33.80161648933552,37.816864013671875,632255300,37.816864013671875
2013-08-05,38.19454356613448,39.079090019213275,37.46901665752687,38.26411437988281,297633700,38.26411437988281
2013-08-12,37.96595438109559,38.264115562276885,35.79931065114638,36.85281753540039,247326000,36.85281753540039
2013-08-19,37.2006689336716,40.38106348347197,36.91244483639574,40.301551818847656,270095200,40.301551818847656
2013-08-26,40.649411730531845,42.00107597591765,39.17847619082296,41.03702163696289,350814200,41.03702163696289
2013-09-02,41.58364854194191,44.336677343963515,41.18609780561955,43.680721282958984,258927900,43.680721282958984
2013-09-09,44.08820225541162,45.340480435684505,42.84586113591208,44.038509368896484,323500900,44.038509368896484
2013-09-16,44.57520745039393,47.308358501877564,42.170036344924355,47.19903564453125,421156600,47.19903564453125
2013-09-23,46.99031933375174,50.96581176581399,46.00638707995835,50.92605972290039,479403400,50.92605972290039
2013-09-30,49.832792431864625,51.28384612577948,48.75941154572373,50.72727966308594,417535000,50.72727966308594
2013-10-07,50.419178160179335,50.97574841968421,44.9826914940714,48.809104919433594,498784000,48.809104919433594
2013-10-14,48.0140087000429,54.494061480095695,47.61645796111458,53.88779830932617,374408000,53.88779830932617
2013-10-21,54.34498325245393,54.47418782140223,50.81673438618576,51.631710052490234,290506000,51.631710052490234
2013-10-28,51.22422036995009,51.77084981546891,46.2150990471768,49.445186614990234,646530000,49.445186614990234
2013-11-04,49.06751531361734,50.14090011269592,46.960505341860454,47.23878860473633,392954000,47.23878860473633
2013-11-11,46.75178945503782,49.26628707300336,45.44981438705487,48.709716796875,345921000,48.709716796875
2013-11-18,48.17302794077723,48.54075990766089,45.43987705361462,45.94675064086914,290876000,45.94675064086914
2013-11-25,46.07595816990892,46.92074880024694,43.283173354797555,46.72197341918945,232527900,46.72197341918945
2013-12-02,46.612649434524016,49.08739130532245,45.97656747225207,47.64627456665039,230543000,47.64627456665039
2013-12-09,47.79535359136954,53.1722064675574,47.4474995515696,52.993309020996094,345675000,52.993309020996094
2013-12-16,52.92374216203231,55.54756651894643,52.5858251590161,54.782283782958984,569450200,54.782283782958984
2013-12-23,55.15995265481675,58.22108337873973,54.91148439961487,55.100318908691406,260481800,55.100318908691406
2013-12-30,54.5934514492079,55.30904131753934,53.10264175106749,54.2257194519043,192824900,54.2257194519043
2014-01-06,54.08656932357849,58.59875386067581,53.718837358264764,57.58500289916992,337445200,57.58500289916992
2014-01-13,57.5551876239428,58.211143679022555,55.04069004469121,55.95505142211914,209568900,55.95505142211914
2014-01-20,56.25321905122436,58.94661818243037,54.06670114348842,54.11639404296875,213174600,54.11639404296875
2014-01-27,54.39467617064646,62.981739442076304,51.53232048306147,62.186641693115234,453084400,62.186641693115234
2014-02-03,62.64381761012461,64.17438302881548,60.32809535730126,63.9259147644043,275328000,63.9259147644043
2014-02-10,63.90604066033965,67.16594307724755,62.961856705681164,66.67893981933594,235230400,66.67893981933594
2014-02-17,66.52986943760729,69.68044542514164,65.32728386584765,68.16975402832031,307758300,68.16975402832031
2014-02-24,68.31882582085902,71.0022873889064,66.9671579753201,68.04054260253906,292457400,68.04054260253906
2014-03-03,66.54973412275187,71.52903989753155,66.10249431285003,69.3723373413086,258358800,69.3723373413086
2014-03-10,70.33638451153696,72.14523295605045,67.04666751200523,67.3050765991211,270938400,67.3050765991211
2014-03-17,67.76226123201118,69.17355906777469,65.77451523820932,66.82801818847656,241443900,66.82801818847656
2014-03-24,66.77833115928112,66.94728775415848,57.624757692528384,59.64231872558594,431687900,59.64231872558594
2014-03-31,60.40760532135579,63.51842916103199,55.97493224074687,56.40229797363281,387652400,56.40229797363281
2014-04-07,55.55750704598364,62.79290190171176,55.1003225448352,58.171390533447266,493979000,58.171390533447266
