Date,Open,High,Low,Close,Adj Close,Volume,Company,Gold_USD
1980-12-12,0.0983894541859626,0.0988172106816123,0.0983894541859626,0.0983894541859626,469033600,0.0983894541859626,Apple,562.8
1980-12-15,0.0936841853913085,0.0936841853913085,0.0932564288377761,0.0932564288377761,175884800,0.0932564288377761,Apple,579.0
1980-12-16,0.0868393311671636,0.0868393311671636,0.0864115804433822,0.0864115804433822,105728000,0.0864115804433822,Apple,561.0
1980-12-17,0.0885503888130188,0.0889781454575931,0.0885503888130188,0.0885503888130188,86441600,0.0885503888130188,Apple,575.5
1980-12-18,0.0911176651716232,0.0915454160228968,0.0911176651716232,0.0911176651716232,73449600,0.0911176651716232,Apple,573.5
1980-12-19,0.0966784730553627,0.09710622969892,0.0966784730553627,0.0966784730553627,48630400,0.0966784730553627,Apple,575.0
1980-12-22,0.1013837605714798,0.1018122825015029,0.1013837605714798,0.1013837605714798,37363200,0.1013837605714798,Apple,594.8
1980-12-23,0.1056620851159095,0.1060898418174415,0.1056620851159095,0.1056620851159095,46950400,0.1056620851159095,Apple,602.5
1980-12-24,0.1112228110432624,0.1116505674489508,0.1112228110432624,0.1112228110432624,48003200,0.1112228110432624,Apple,602.5
1980-12-26,0.1214897036552429,0.1219174602090692,0.1214897036552429,0.1214897036552429,55574400,0.1214897036552429,Apple,602.5
1980-12-29,0.123200736939907,0.1236284935579393,0.123200736939907,0.123200736939907,93161600,0.123200736939907,Apple,593.8
1980-12-30,0.1206341831094367,0.1206341831094367,0.1202064380049705,0.1202064380049705,68880000,0.1202064380049705,Apple,589.8
1980-12-31,0.1172121502604651,0.1172121502604651,0.116784393787384,0.116784393787384,35750400,0.116784393787384,Apple,589.8
1981-01-02,0.118067666888237,0.1189231799438465,0.118067666888237,0.118067666888237,21660800,0.118067666888237,Apple,589.8
1981-01-05,0.115928925506074,0.115928925506074,0.1155011802911758,0.1155011802911758,35728000,0.1155011802911758,Apple,597.5
1981-01-06,0.1107951068876999,0.1107951068876999,0.1103673502802848,0.1103673502802848,45158400,0.1103673502802848,Apple,599.3
1981-01-07,0.1060898418174415,0.1060898418174415,0.1056620851159095,0.1056620851159095,55686400,0.1056620851159095,Apple,585.0
1981-01-08,0.1039510442717882,0.1039510442717882,0.1035232990980148,0.1035232990980148,39827200,0.1035232990980148,Apple,574.8
1981-01-09,0.1090841367840766,0.1095118935675722,0.1090841367840766,0.1090841367840766,21504000,0.1090841367840766,Apple,577.8
1981-01-12,0.1090840883785058,0.1090840883785058,0.1082285866141319,0.1082285866141319,23699200,0.1082285866141319,Apple,562.0
1981-01-13,0.1048065462141549,0.1048065462141549,0.1043787896633148,0.1043787896633148,23049600,0.1043787896633148,Apple,562.8
1981-01-14,0.1048065796494484,0.105234336336751,0.1048065796494484,0.1048065796494484,14291200,0.1048065796494484,Apple,556.5
1981-01-15,0.1069453209638595,0.1078008226698999,0.1069453209638595,0.1069453209638595,14067200,0.1069453209638595,Apple,571.5
1981-01-16,0.1065175795734288,0.1065175795734288,0.1060898229479789,0.1060898229479789,13395200,0.1060898229479789,Apple,560.8
1981-01-19,0.1125061139464378,0.1129338705236342,0.1125061139464378,0.1125061139464378,41574400,0.1125061139464378,Apple,566.8
1981-01-20,0.1095118935675722,0.1095118935675722,0.1090841367840766,0.1090841367840766,30083200,0.1090841367840766,Apple,562.0
1981-01-21,0.1112228110432624,0.1120783124316571,0.1112228110432624,0.1112228110432624,15904000,0.1112228110432624,Apple,578.0
1981-01-22,0.1125061139464378,0.1133616271008307,0.1125061139464378,0.1125061139464378,35548800,0.1125061139464378,Apple,564.0
1981-01-23,0.1125061402421236,0.1129338969192982,0.112078383564949,0.112078383564949,11222400,0.112078383564949,Apple,553.0
1981-01-26,0.1107951068876999,0.1107951068876999,0.1103673502802848,0.1103673502802848,24640000,0.1103673502802848,Apple,528.5
1981-01-27,0.1103673390681763,0.1103673390681763,0.1095118373632431,0.1095118373632431,23699200,0.1095118373632431,Apple,524.0
1981-01-28,0.1065175795734288,0.1065175795734288,0.1060898229479789,0.1060898229479789,28156800,0.1060898229479789,Apple,523.5
1981-01-29,0.1026678050253294,0.1026678050253294,0.1022400483489036,0.1022400483489036,43904000,0.1022400483489036,Apple,493.8
1981-01-30,0.0975339863424773,0.0975339863424773,0.0966784730553627,0.0966784730553627,46188800,0.0966784730553627,Apple,506.5
1981-02-02,0.0915454160228968,0.0915454160228968,0.0911176651716232,0.0911176651716232,23766400,0.0911176651716232,Apple,493.5
1981-02-03,0.0945396870374679,0.0949674378534937,0.0945396870374679,0.0945396870374679,19152000,0.0945396870374679,Apple,486.3
1981-02-04,0.0979617536067962,0.0983894988737403,0.0979617536067962,0.0979617536067962,27865600,0.0979617536067962,Apple,505.0
1981-02-05,0.0979617536067962,0.0988172555636739,0.0979617536067962,0.0979617536067962,7929600,0.0979617536067962,Apple,498.5
1981-02-06,0.0983894541859626,0.0988172106816123,0.0983894541859626,0.0983894541859626,13865600,0.0983894541859626,Apple,500.5
1981-02-09,0.0941119362333479,0.0941119362333479,0.0932564288377761,0.0932564288377761,16755200,0.0932564288377761,Apple,512.5
1981-02-10,0.0932564288377761,0.0936841853913085,0.0932564288377761,0.0932564288377761,18345600,0.0932564288377761,Apple,519.5
1981-02-11,0.0906899330233315,0.0906899330233315,0.0902621820569038,0.0902621820569038,13843200,0.0902621820569038,Apple,501.0
1981-02-12,0.0898344237404456,0.0898344237404456,0.0894059017300605,0.0894059017300605,14560000,0.0894059017300605,Apple,490.3
1981-02-13,0.0881226607648937,0.0881226607648937,0.0872671529650688,0.0872671529650688,11155200,0.0872671529650688,Apple,491.5
1981-02-17,0.0894059017300605,0.0898344237404456,0.0894059017300605,0.0894059017300605,12275200,0.0894059017300605,Apple,500.8
1981-02-18,0.0932564288377761,0.0941119362333479,0.0932564288377761,0.0932564288377761,19241600,0.0932564288377761,Apple,505.0
